Body,Sentiment
"Cannot long on ever! Cannot access bill pay! On viewing is a joke! Unfortunately we are held captive, this is all that's available for internet and television 😔",negative
"Recently, it has been freezing up, have not been updating, and stuck to the point where I can't change accounts and see those bills.",negative
I have never had so much trouble signing in to pay a bill as with yours!,negative
It gets complicated,negative
it sucks. a joke.,negative
cant log in keeps saying its has technical difficulties,negative
"For a major phone company, they have the worst app I have ever used. So many problems.",negative
muy lenta,negative
AT&T SHOULD BE ASHAMED OF THEMSELVES FOR BASICALLY STEALING HARD WORKING AMERICAN CITIZENS MONEY! PROMISE YOU SERVICE THEN AFTER THEY HAVE YOU LOCKED INTO CONTRACT WITH NEW PHONE AND PLAN FOR TWO MONTHS THEY START THROTTLING YOUR SERVICE SO BAD I ONLY GET TO USE ABOUT 8 GB A MONTH AND MOST OF THAT'S THE PREINSTALLED APPS NOT ME! WHEN PHONE IS PAID FOR GOOD BYE AT&T! THIEVES !,negative
"worst app, it's slow, clunky and counterintuitive! shame on att...you're supposed to be able to offer the best online experience as a mobile carrier and this is the best you can do for your app?!",negative
"the cable system was good, but now freezing",negative
when my contact is up I'm ending DirecTV I've been with DirecTV since 2003 but ever since they went to At&t it's been nothing but a mess,negative
i did not have froze home screen.,negative
will not open so I can pay my bill constantly out of service,negative
want let me sign in to site or live chat,negative
I would love to download this app but I've tried over and over again and it won't let me download it,negative
this app constantly crashes and takes forever to load.,negative
"Not good today, they didnt get my service fixed maybe tomorrow been a reliable service. It happens and things change.",negative
"Very slow updating my info. My last phone call update was 6:07pm yesterday. Its now 9:15pm the next day. When this is corrected, I'll add 3 stars!",negative
Seriously making me install a second app to manage my home network the older version of this app was just fine. and everything done in one place.,negative
snu hyu FCC56z tỷ 7c y nin r z h u f cho cho jh,negative
takes way too much time tk find what you are looking for. For a former world class leader in telecommunications it is now an embarrassment.,negative
"The app is so slow, 75% the time on the app is waiting for a page to load, only to find out you're probably on the wrong page due to unclear guides and now you need to spend more time on loading screens hunting for what you really need.",negative
very unsatisfied couldn't log in for nothing very displeased,negative
app still does not work needs Fixed!!!,negative
horrible! AT&T in general is bad but logging in always times out or site not available. same with website the last 2 months. Changing providers as soon as possible!!,negative
Can't link my new Uverse service on this app (had the app already for my phones).,negative
I put my password in an it keeps saying wrong password.,negative
locked out and when I'm not it isn't working properly,negative
rarely works,negative
why wont this damn thing update?? says it is then it stops and tells me to update again.,negative
constantly logs me out and always makes me change my password! PAIN IN THE ...,negative
horrible. just want to pay my bill. cant even get att to take my money.,negative
"Doesn't show the correct plan information and launches the website anyway, rendering this stupid app completely useless",negative
won't let me log in alot of times,negative
only convenient to pay bill. difficult to navigate. very slow to load each page.,negative
takes forever to process and then may or may not ever open the tab you are trying to open,negative
"THIS APP SUCKS. you can't even check your at&t, DTV. I have tried for over 1 hour just too see what my DTV BILL is and he keeps pulling up my phone.",negative
"Can't login so this app is useless. I can login to the website fine but the app always says ""something's not working... try again in a few minutes"". From the other reviews here it's clearly not a me problem. This app is just trash.",negative
"its f#@%&÷g horrific. I cant wait to be done with this handcuffing contract with DirecTV/AT&T. I have not a clue as to which Harvard or Yale graduate is running this entire operation, but whoever you are, know that............ your soulless! $200.00 to transfer my cable from the house we sold to the new one........Really?????? We'll catch up in the News & Media.",negative
Die bloatware,negative
there is always an error. i can NEVER login. it is useless,negative
I am a veteran and I was requested to bundle services so I can get discount att did not honor this as a result will contact facebook and let every veteran know that internet and home landline are not been honor for discount as a result I am disconnecting services and going with other provider ex. century $35 for life at the address you live at. spectrum $40 with military discount att claims $30 but real price is much higher good thing I made a recording of conversation so I can sue ATT,negative
I didn't want this app downloaded how do I stop it,negative
"literally have to uninstall and redownload everytime to open it and pay my bill. extremely irritating, I wish they would fix it.",negative
the update is horrible its hard to navigate and I some settings are completely diffrent and make it harder to use,negative
bad,negative
it is an app just to promote mergendaise...,negative
I just got a new phone and it keeps asking me to link accounts but I don't know to what. All I want to do it pay my bill. Why is it so hard to just give you money?,negative
every time I try to sign in to pay bill it wont allow it or site is down...,negative
I like security. but to get a code everytime you want to do something gets old quick.,negative
Can I give this app about a thousand negative stars? It is virtually impossible to log on to it. Every time I end up having to change my password and I still can't log on.,negative
this app will not let me sign into my account. it's been doing this for a month and theu wont acknowledge that it's a problem.,negative
Always have issues with this app. Very buggy and updates don't seem to work. Right now it wont allow me to log onto my cell phone account. Keeps taking me to the page to reset my password.,negative
"they tried to make me pay a bill worth 1,359.72 which i am not paying been yrying to get someone to help me for a month and i called bbb they were no help either can we say frustrated!",negative
Good products. Terrible support. Spent endless hours on phone calls. Agents can only do one task. Transferred calls are often dropped. A real nightmare.,negative
screen continues to freeze.,negative
"Terrible, unable to log in, it makes you call 611 to reset your password everytime you try to log in!",negative
I want to see my AT&T phone bill but all this app shows me is my DirecTV bill. I know I have it bundled but there should be a way to see it separately.,negative
"horrible, tells your bill is way more than what you were told making you believe you were lied too and about giving me a stroke, get rid of it",negative
"just downloaded the update and now I cannot access my account, says it's unavailable??",negative
"This app has too many problems especially when trying to go back to previous screen. i get an error ""request header too large"". i have to kill the app and restart to use again. it just seems like a sloppy implementation without any obvious use cases being tested. it's to the point where I just want to delete it so annoying.",negative
AT&T customer service sucks..,negative
"App is a good one, but the loading times a horrible. In todaus fast lifestyle, and the connection speeds we have now, the last thing we should have to wait on is our mobile carrier.",negative
they wrecked this apo with the last update,negative
You are too little too late. If I see an improvement I'll update my judgement.,negative
"the app never works when i want it to. it never saves my password, it never allows the fingerprint i can not access my account information",negative
This new system sucks.,negative
"I click see my bill it takes me right back to the log in page. it's like a hamster running on a wheel, the app goes nowhere",negative
Expected more is an understatement,negative
"Slow to load, have to follow several links to get to the usage info I want to check. Not customizable. I can't save any shortcuts.",negative
the worst experience. not user friendly at all,negative
it sucks big time,negative
"this app is useless. tried looking at my bill and it doesn't show me anything. kept saying page not available, I'm using att wifi, how is it not available?? when did my account start getting over charged? I need someone to contact me.",negative
finally you fix the problem for that I give three stars until I see how it's going to operate for at least a month,negative
I can't ever seem to access it. I always have to change my password. even after changing my password i still can't get it.,negative
it sucks,negative
Totally sucks!,negative
too many things to remember,positive
it's so slow to get to where you want to be that I frequently have to quit altogether,negative
felt buggy slow and unresponsive. when attempted the support chat it froze up. and i ended up just going to the actual site instead,negative
this app takes forever to load yall need to fix it cause it sucks,negative
too many bugs. lags all the time,negative
Complicated,negative
the app always has an error when trying to pay my bill so I have to drive to att and pay which is nonsense fix the app,negative
system outage,negative
"rather usless. just redirects you to the website in a browser. fingerprint as password doesnt actually work, still requires i enter a passwor ld after confirming finger.",negative
this whole thing sucks it's been taking me for freaking day to set up a new phone and its and just wasted all my data because of it it was something so simple but the damn thing was not working correctly,negative
will no longer allow me to log into app. keeps freezing saying system error in retrieving my account information,negative
I'm going to uninstall... The app just closes every time I try to access it.,negative
poor service,negative
P O S,negative
trash,negative
won't accept password.,negative
"First login with a fingerprint, then to verify it is ""really"" me so I have to enter my password (fingerprints are so easily copied right?), oh wait let's make sure it super duper is really me so I enter a code from a text message (you know just in case some got passed the easy stuff like faking my fingerprint and getting my password, they could never steal my phone!)",negative
I scan my fingerprint. they tell me I havent logged in for a while so I need to enter the password. I enter the password. they tell me they need to text a security code to my phone to make sure it's really me. seriously?? I just want to check how much data I have left for the month.....,negative
would not work,negative
This app is slow and glitchy. absolutely hate it.,negative
"Usually works great, but the last week, app doesn't work AT ALL. Online web site is also down. I have to call in for info and make payments. PLEASE FIX!",negative
A gay app that I don't use nor do I want but I can't delete it. 😡,negative
I can't get into my account for over 3 months now. At&t you need to fix this now. July will make this 4 months.,negative
"Not reliable, not well laid out. Feels very incoherent and covbled together. Likely mirrors the disparate underlying systems for all their varied products, so cant fault them too bad, so three stars.",negative
keeps saying system error when you log in!!,negative
it doesn't even deserve one star,negative
"It seems they never get tired of asking for more access to my personal information, while Customer Service steadily decreases. I dont want anymore interruptions; what you have is already too much!!",negative
very good,positive
"This new app is horrible. Paying your bill should be easy and this is the most difficult, slow, and useless app i have.",negative
IT WON'T LET ME SIGN IN!!! &@^$*%,negative
"Very slow updating my info. My last phone call update was 6:07pm yesterday. Its now 9:15pm the next day. When this is corrected, ill add 2 stars!",negative
just give a number to call to pay my bill,negative
it takes forever to load....no matter where I am. the service doesn't matter.,negative
to damn many updates,negative
WTH? first time i click the app it takes me to a screen that nothing on it is selectable!? so i closed the app declaring it useless! Decided to try again. this time it brought me to a login screen and i finally go to the info I wanted.,negative
"The App and website are both terribly slow. It has taken me over an hour to try to see my bill. This has been a ongoing issue for several months and, I hoped it would have been taken care of by now. Very frustrated and disappointed.",negative
keeps crashing and reverting back to log in screen,negative
very bad experience,negative
it's not working,negative
I can't recommend you because I can't get good reception most of the time .. right at this moment ... I have no internet 😣😥,negative
it sucks! navigation is terrible. speed is BlackBerry slow.,negative
The app is super slow whenever im tryi g to use it.,negative
"Finally, back to how it should have stayed in the first place and now I can actually give it 3★'s (-2★'s just because they are AT&T and they seem to think they have the right to take more money from you they deserve).",negative
cant combine mobile and internet. very inconvenient for how much they charge.,negative
"It never works. For three months now, I consistently receive an error message stating that the site cannot be reached. Recently I purchased a new phone and am still receiving the same error message, which prevents me from monitoring my data and other activities.",negative
only shows bill for the direct tv. have to go to 3 different sites just to find my att bill,negative
very slow,negative
App makes me sign in with direct TV and then says it's not capable of doing this function. Blah,negative
too slow!!,negative
App never works!,negative
"The new version is horrendous! It's very unsightly and convoluted. The previous was much better! I tried to pay my bill through the app, but it didn't work. So I had to go to the desktop site which is ugly now as well :(",negative
the app sucks,negative
It freezes,negative
not very good,negative
llevo varias horas y no puedo entrar,negative
es una porquería,negative
it is hard to login to this AT&T account trying to pay my bill,negative
no ability to get help with a new account,negative
good,positive
"New version 6.6 is terrible. Before I even installed it, for 2 days would not show usage in the app. Once I installed it, it wiped out saved logon info., so I had to set it up again. Once I setup logon info. again, it only worked once, & then I kept getting errors when trying to logon although I saved logon info. Tried to logon for over 2 days with 15+ failed attempts. Finally, I uninstalled/reinstalled update, & logon works. As QA tester for 20+ years, it seems logon feature not tested.",negative
crashes to much,negative
cant give a raiting i neber used this app and didnt know my screan was frooze,negative
Keeps logging me in automatically. I sign out every time and when I go to use it again im already signed in. Please fix this,negative
"sucks. they lie. they have cost me 1100.00 they stole our phones. on hold for 2 hours, then they hung up on us.",negative
"too slow, too many updates, too often doesn't work at all",negative
ill give it 0... the app is one of d slowest ive ever used. its content focus too much on marketing than focusing more on what the user wants to do when login!!! im moving on to d other network this is too expensive imagine were sharing 1g a month for 150 dollrs totslly ridiculous nd greedy... 0 star u deserve,negative
keep having to uninstall then install to get to login. very annoying,negative
slowly.... troubleshooting,negative
🤢🤢🤢🤢🤢🤢🤢🤢,negative
tap for help or assistance or enter something in the search bar and an error page pops up..soo aggrevating.!!!,negative
sucks,negative
it stinks ☹️ i pay 200.00 a month and it never works .,negative
its so slow...,negative
dont like some of the new features. seeing my bill takes a lot of time to load. before it was fast to load.,negative
I dontnlikenthe recent update. the first screen when you open it is now options for shopping. I preferred when it was our account overview!,negative
This app sucks. After the update the app would not allow you to login into your account.,negative
Slow app. Does not load requested account information.,negative
put it back the way it was...,negative
not working,negative
"both the phone and TV Bill's cant be paid at one site, TV online bill pay deleted the phone online bill pay, big hassle",negative
"doesn't work properly half the time, extremely slow the half when it does work",negative
"Horrible total update failure, now all I get is a spin with a massage give us a moment. How many minutes do you need oh enough to time out and shut down. AT&T not sure what you did for an update but you failed!",negative
does not let me sign in,negative
"Muy mala aplicación desde su actualización, no ayuda para nada, deberían hacer algo por mejorarla",negative
it doesn't recognize my AT&T phone number or name. it don't work.,negative
have had trouble ever since ATT address book terminated. deleted the program but it still comes up and the hourglass just spins.cant update my contacts now.,negative
"The app sucks, it doesn't give me my data usage!!",negative
horrible!,negative
Having issues with logins. I wait a bit for the next update.,positive
will not accept my att phone.,negative
"AT&T sucks as always, this is no exception.",negative
still have to reset password to get into my acct. even after the update not acceptable,negative
Not a good experience. Latency between sign in and being able to do anything is over 1 minute.,negative
slow,negative
"i don""t like the new layout cant find my acct to make payments.",negative
En todo momento se queda loading... y no puedes completar el pago.,negative
"I am in agreement with, well, basically everyone over the last few months. Half the time I can't get my internet to work, I can't log in, I'm told my autodraft will occur on a certain date; sometimes it does, sometimes it's the day before. I am tired of all the hassle. And of not having service so much of the time. It's not as if I live deep in the boonies. I live in town, next to the interstate. It should not be so difficult to get decent service. I am seriously considering changing carriers.",negative
Not able to view my bill. Have to call 611 to pay bill.,negative
"I've been trying to get the Watch tv app to work and no one in the store could help, I spent over 45 minutes on the phone twice wist customer service and still cant get it to work !!!!",negative
I hate it!,negative
It doesnt save my password. Im trying to pay my bill and i cant even log in,negative
umhelpful customer service reps,negative
very awkward app. if I chose to save password the information no longer refreshes,negative
every time i try to sign in it says my password is wrong and so i reset it and then it rajes me to email and not to my account!!!!!,negative
bad,negative
everything about at&t is worthless. this app doesnt connect. it just circles and circles.,negative
AT&T sucks I've never had such a problem paying a bill now you can't even call to pay your bill and getting online to pay this thing is getting on my nerve I'm so ready to cancel you I hate you I don't want you again after my contract is over goodbye I hope you all have a nice life your sorry-ass company,negative
"Constant updates and app still doesnt work for me, signs me off.",negative
the single sign on doesn't work. i don't know how many times i have to re-sign in to get access to all of my data.,negative
more worthless bloatware,negative
lately I cant log in very frustrating,negative
step backwards,negative
funk this updated every month! !!,negative
I've had apps for gas stations that have worked better. You would think for a CELLULAR MANAGEMENT would work better and faster then Windows 95 operating system as a CELLULAR APP.,negative
"literally never works, and on the rare occasion that it does customer service is awful. They just pass you to someone else because they arent trained well enough or they just dont want to deal with it.",negative
horible,negative
"I don't know what it will take but, AT&T gets lousy reception in Inola. Not sure what's involved but If your interested in 10 acres for a tower,..",negative
junk,negative
"horrible experience, no assistance! my direct TV experience was amazing till I joined with cell service at AT&T. going back to t mobile!",negative
does not work,negative
"never had a problem with the app for years, all of a sudden it is wrecking my nerves. Always an issue to use anymore. I'm ready to do away with cell phones.",negative
I got a new upgrade phone now it won't let me access my att account I am not happy with this,negative
"Only use it to manage my data plan because it continuously pushes for upgrades and services not wanted Very slow, unfriendly, not responsive, and locks up every so often...",negative
completely useless. nothing works. switching to a phone company with an app that actually works,negative
never works right,negative
"No puedo ver mis facturas en PDF, sale un error en el área de activar o desactivar los datos. Cada día son menos las funciones que sirven. Son de lo peor. No puedo calificar algo que es pésimo.",negative
poop,negative
"very very disappointed with AT&T new app update, the fact that i have to now download another app just to view certain things...the update is a fail..no point in having this app installed on my phone now...",negative
complacated,positive
to slow,negative
"annoying, slow. after logging in, the loading wheel spun for an entire minute and nothing came up. realized i could navigate menus without whatever was loading and did what I needed to. Signing out is equally silly, there should just be a button in the corner instead of scrolling thru a menu list to the bottom. galaxy s7 on 150meg wifi",negative
can't even sign in,negative
"crappy, slow",negative
"terrible performance and navigation, only good for paying bills",negative
"it's slow to update payment but app works fine. If only At&t could process my payment and allow me to renew my service, I think at&t would be perfect. But no. I have to wait for that to renew.",positive
Difficult to get anything done. Horrible load time,negative
still doesn't work. nothing ever loads or loads slow,negative
your connection to myAT&T is terrible!,negative
App doesn't work right after recent updates.,negative
just want to check my accout. another app. just keep it the same y always changing . still robbed for the same internet connection and speed.,negative
"slowest app ever, also never accepts the password even if you just changed it.",negative
It's a bit slow to load and sometimes won't allow me to make payments. I just get a screen of menus that won't open.,negative
couldn't cancel a line,negative
Not very friendly.,negative
"worst app experience locks up, and when you try to go back it takes you all the way to start screen. Doesn't give support phone number a d that doesn't really matter since you have to call when its convenient for them, not your schedule. AT&T is the worst and I would recommend all others to stay far far away",negative
wont accept my id even though it texted me the exact same thing,negative
malware forced obto phone that displays ads,negative
I gave you two because I pay so much for my cell phone and I've been a loyal customer for years,negative
"go back to basics, the app is overloaded and dysfunctional.",negative
your whole company sucks,negative
wont let me get into my offers. starts to and then goes back into sign in,negative
can't access my account. doesn't do anything when you tap screen. can't uninstall to reinstall which can fix in most cases. garbage. please fix it,negative
my account is supposed to Renu on the date said. but it isn't renewed until the next day. what the hell is going on????,negative
"the app won't let me log in. I used my fingerprint, my password is saved, and yet the sign in button is not active.",negative
difficult time accessing my account!!!!!!!!,negative
so slow,negative
App sucks wont take password i use on computer ...reset just to make att happy now cant sign in anywhere. rest password 3 time i hate this company there apps and products if work didnt use them i would rather use a cricket phone or a can and string,negative
"sucks, first let me pay my bill before you try to sell me something else.",negative
Not all features Work at all. you set the names for each account and at the end there are pages that show the same name for all the phone numbers. 😦,negative
passable,negative
"this app and its latest updates and ""changes"" constantly causes major aggravation when I want to check my accounts, etc. i used to be able to easily access my accounts, pay my bills, etc. Not now. Seriously thinking about changing my carrier. my connection is getting sluggish more times than not. 4G is more like 2g at times. AT&T prepaid used to rock but not now. Sometimes fixing what isnt broke, isnt such a bright idea after all. For any 1 considering AT&T Prepaid, good luck with that.",negative
app won't allow me to add checking account to make. a payment,negative
poor signal,negative
this app ha snot worked in weeks.,negative
not so good,negative
Absolute junk! You guys have 3year old kids developing this app? There is so much junk I can't even login. That specific banner to log in and pay or manage your account doesn't work. I have to run in circles to pay my bill. I wish I can get nasty but I just have to hold my breath.,negative
I want to find my phone send a ring to it's know it close by,negative
An app to pay my cell bill that has ads and wants me to enable my GPS and share my location? Uninstall.,negative
the new update doesn't allow you to see the text message usage. what's up with that?,negative
"6h //xx r4 😆😗5 ( , 66,,, 6,,",positive
it is difficult to create a password because it never accepts the one I create using your dumb - ()_,negative
horrible!!!!,negative
I have never wanted to give up my service BUT At&t has definitely taken care of me & frustrated me in the same volume. Very professional,negative
App is very slow on Wifi.,negative
😡,negative
Logins issued,negative
"often locks me out, malfunctions and takes forever to load. it needs definite work",negative
"terrible, will not load , just spins",negative
"The app works great most of the time, but there are times it doesn't allow me to sign in at all & I have to uninstall it to reinstall it just to get it to work properly again. This is frustrating. For the most part it is great to use when it is working!! Please fix the glitches then it will be 5 stars!",negative
Too little too late. God I hate AT&T...,negative
Real slow and hard to find what you owe on your phone this app keeps getting worse. pages won't load just keeps spinning. come on att this is you're app on your network. please fix this,negative
terrible tried 10 times to log in to pay my bill. I give up I'm not paying a fee. call me & I'll pay you. done,negative
can do what I need to do the first time I log in. or I have to keep changing my password because it doesnt recognize it.,negative
Easy to use but app is so slow. Clicking on the options will take forever to load up.,negative
Pretty typical att.,negative
This update sucks! How do you check your account? Please help,negative
This app sucks,negative
hard ti search,positive
BAD! Doesn't Work!!,negative
useless - I logged in 5 times before I finally gave up trying to get support,negative
this app is trash just like att it never works right their information is never accurate. the online chat help is trash they will say one thing and it will not reflect on your bill. I've been paying for free phones for six months they keep saying they're going to fix it and credit my account and it hasn't happened. DO NOT SWITCH TO ATT I've taken screen shots and they still won't honor anything. att is the worst and direct TV if i could give 0 stars i would they don't deserve any,negative
"I hate this new app. It used to be brainless to log in, one or two taps. Now I launch the app and I'm in a shopping website first thing, shopping tabs all work, but managing account tab does not (coincidence?). I would appreciate having sign in placed up front and center again, and not see all this shopping bull before anything else.",negative
my att app keeps telling me system error.,negative
"Don't bother, go to a corporate store. This app is good for checking your bill and window shopping for devices/accessories. Don't try ordering anything or paying your bill. Corporate store employees are almost always helpful, knowledgeable professionals.",negative
"Just a continuous circle of login loops. I'm about done with ATT. They have not honored my free HBO, this app is horrible, and their customer service is just awful.",negative
Glitchy. Takes multiple attempts to login. I just wanna pay my bill!,negative
"app just doesn't work well, sign in wont take me to the main page, keeps telling me ID is invalid. I just use my laptop to look at billing. phone app sucks",negative
used to be easy to use. now complicated,negative
Liars,negative
"Slow, unresponsive app that makes making payments a giant hassle. Almost as garbage as their website.",negative
won't show my data usage for some reason,negative
More of an app based storefront than account management app. ugh,negative
"Loved to use this app to pay my bill and do other things. Has stopped working altogether. Won't go to login page, can't click on payment page, and takes me to broken links. Not happy with it all.",negative
"Update to app has rendered it useless. As noted by other reviewers, Manage My Account link doesn't open. Hey AT & T, if I can't get in the app, then I can't pay my bill.",negative
Lately not allowing me to login. Very annoying.,negative
"GARBAGE app since the redesign. Previous iterations of the app have never been great, much less pleasing to use, but they did fulfill their function. AT&T, you're not obligated to provide an acct mgmt app. Instead of lying to your customers, feigning desire to serve them, remove the acct mgmt references and rebrand the app as a sales tool.",negative
Am not able to change anything like services or packages through app as advertised. Not sure why the update even happened since it made it worse.,negative
it stop working,negative
I can't even get in to set a pass code REALLY!!!!!! Get a real person on the phone guys.,negative
access to ones account is ALWAYS down,negative
"slow, buggy, glitchy. would think a giant mobile company would be able to deliver a useable fully functional mobile app",negative
log in never works,negative
"cant log on to my account through AT&T through the app, website on the cell and computer. edit....got it to work by requesting a new password....but since my screen is cracked and looking for an upgrade...i guess its time to switch to a company that has working apps or webpages this company doesnt even deserve 1 star",negative
Made a payment plan that was cancelled through the app for 6/29/19 and was not notified it wasnt acceptable. Account was suspended.,negative
horrible....sometimes i get my dtv account sometimes my att account. when i get my att account i can't access my usage. contract is up so cancelling account.,negative
"The latest update is an absolute joke. There is no way yo manage your account anymore, that service has been gutted. The only working parts are to sell you more att services. Disgusting.",negative
App never works!,negative
too much repeating of trying to get in your own account. Putting in a password out the password of the password doesn't really make sense!,negative
It won't let me sign in at all. I even tried to reset my password. It kept saying not valid password. please fix it!!!!!,negative
"You people ruined this app , it was perfectly good and simple and easy to use now it is so screwed up and locks your account, or it tells you you don't have an account, it won't let you into billing, it won't let you make payments, it is useless, been an ATT customer for 30 years , but I think its time to talk to Verizon !!!!!!",negative
This app is horrible! Most of the time it doesn't work!,negative
"Worst app ever. It never works. Every time I try to use it, there is a message in the app that ""we are sorry but thet information is unavailable at this time. please try later. Why even have an app if they never have the data available.",negative
horrible app! Any technical questions plan on waiting 60 minutes to speak to someone who you can't understand in a different country!,negative
Download took way too long!,negative
"not so good experience, too bushy. No easy way to directly access the information needed. Can be way better",negative
What is the point of using biometrics if I have to enter a password every time? Also once logged in I can't interact to manage my account.,negative
That extra step is still there. No access to my account online for months. I'm ashamed to say I have AT&T as a carrier. But I won't for much longer.,negative
"Not only the app but all att is horrible, I don't know how to say or explain my situation that since i moved with att it's been a nightmare and nobody help me in any way of communication I'm so stressed because of them. I'll try to go away once I finish paying what I did not bought and never come back if you see my coment please don't go with them.",negative
unable to get the app to recognize the fact that we have no reception inside our home. Totally useless app and a waste of my time!!,negative
"Sometimes works sometimes doesn't. Great for viewing usage and bills, but device management fails miserably when trying to add or upgrade a device.",negative
sucks just like there services,negative
Its decent when it works. I haven't been able to sign in for over a month. Customer service says to wait a little bit and try again. Still doesn't work. Very frustrating!,negative
No user friendly.,negative
the app sucks it's hard to sign on so I can pay my bill. it just advertises stuff.,negative
not user friendly,negative
too hard to figure out keeps looping and does nothing,negative
keeps freezing up. uninstall and reinstall. never works! POS!,negative
i dont really understand the whole jist of the app itself?,negative
"This ""app"" is a glorified website. It works about as well as using the in-browser site, and is presented in an equally bland and awkward way. I can honestly say I expected a lot more from a tech company. The best that can be said is that it does what you need it to, assuming you've got the patience to sit there and wait for it. Aside from that, it's very slow, very ugly, and very disappointing.",negative
I just want an app with nothing other than billing-related material. No one wants anything else. Just stahp.,negative
"ATT for what it cost isn't that good. We have the internet, home phone service, direct tv and cell service. Its not that good for the money.",negative
hard to get into,negative
This app suck...its slower than slower,negative
sadly and sorely disappointed with the way the screw loyal customers.The app is fine but the company as a whole and all their HIDDEN policies are just plain dispicable. Hope nobody else gets hosed like i did by this place.,negative
"If I could give zero stars, I would. I just want to pay my bill. !! The app won't update because I don't have enough space. I don't understand why it needs access to all my photos, media files and accounts, and my location. ?! I tried logging into the website, and it won't take my login information. ATT how irritating!!!!",negative
impossible to get help .,negative
"Of course some info about me is necessary, however when I answer all your questions to set up account, manage my bill,etc. you guys keep asking questions that seem to me are nothing but info/""trading cards"" for other companies, I am simply trying to set up my account, & haven't been able to,... just want privacy and simplicity",negative
ehhh,negative
cant get into app all constant errors,negative
"app sucks, it don't let me sign in. i been a customer for at least five years now...",negative
phone information is wrong that's not mine anymore I lost that phone many years ago and as been a headaches for me every scene I believe it was stolen it needs to be deleted from my new phone and my life for good but I don't know how can you help me and fix my phone back .,negative
I don't have anything to say great about AT&T their coverage sucks. There bill is way way too dam high !,negative
it suckssss,negative
not sure,positive
every time I try to use this app it would say error and I can't use it it won't let me go no further so please do not send me to this app when i call to make a payment on my internet,negative
no options to look at other services or to combine them.,negative
useless.,negative
yall try to steal money all the time ya ll dont give people credit for you messy service ya just got money and take over bussiness yall lure pe0ple to your compamy false company you are you guys make people blood presure sky high i am sharing these coments,negative
so very very slow,negative
really bad,negative
hh,positive
you guys are a nightmare with your passwords put in the password you just had me reset and you lock me out just wanted a case for the new the phone i made the mistake of getting through you people,negative
been trying to get into my account to change billing set up for over 2 hours. now I'm locked out.,negative
JUST SUCKS NOTHING ELSE NEEDED TO SAY SINCE LAST UPDATE!!!!!!!,negative
2 stars for how slow everything moves in this app,negative
can't find my itemized statement,negative
the app stop working with both of my passwords.. truly frustrating,negative
just hard to use now,negative
"Convenient for bill payments, but unable to access other functions. Links take me to blank pages.",negative
"This app never works properly. More frequently than not, the App says my password is incorrect. I'm constantly having to reset the password. After resetting the password, the app won't recognize the new password till a later time (usually 24 to 48 hours).",negative
paying your bill was much easier on the automated system.,negative
I get confused about how to get things done.,positive
my account is being scammed on,negative
you didn't get rid of the extra step and now if lost my phone a d can't call it to find it I also can't sign in to o att,negative
it never works,negative
This app is literally the worst. It's always SLOW I've had AT&T for 2 years and have been through many updates and it never changes. Wanna do one task on there like pay your bill? spend at least 30 mins to get it to fully cooperate.,negative
ever since the app changed with the update I absolutely don't like y'all site,negative
your new app is useless and impossible to navigate. old version was MUCH easier and more sensible,negative
Terrible app terrible company. If they didn't have a monopoly on the service in our area I'd be elsewhere,negative
app ALWAYS has a system error 😒,negative
"The app barely loads, and always freezes.",negative
last update really screwed things up. I can no longer get to my account online with this new update. it worked fine before.,negative
"Got a white page when I went to look at my Directv options. Before I could click the link to review what I have, it gave me a white screen and then booted me out of the app.",negative
"Since the update, this app does not work for bill pay. I have to go to the ATT website first, then it sends me to the app. After this, then the bill pay works. Please fix the app. I loved it before the update.",negative
very slow and not responsive. Use better tech stack,negative
"If you intend to use this app to manage your account, FORGET IT. The only thing this worthless app is designed to do is push you into DirectTV. Find another way to manage your account. This one isn't it.",negative
can't type in help chat.,negative
Its slow and just doesnt load when neeed,negative
does not work correctly all the time,negative
AT&T is trash their WiFi sucks and so does their LTE. Do not buy anything from them you will be disappointed.,negative
Can't get in keeps saying it's down,negative
contains adds,negative
My password doesn't work...changed it...still can't sign in.,negative
I cannot give this app less than one. One is too generous for this crappy app.,negative
very disappointed every since i added my at&t direct tv account. so i can pay it i have to use 2 different passwords and when i go pay my prepaid for phone it says it wrong password then have to reset every time. then have to go different route to pay prepaid phone.,negative
I always have issue using the app. Some link don't load.,negative
I hate that you merged it with the direct tv app. i have had nothing but TROUBLE with it since then.,negative
how can you expect somebody to use the freaking app if you can't get into it?,negative
poor9,positive
No matter what I do I cannot get signed in to it it's garbage,negative
never works right,negative
It Sucks!!!!,negative
Totally useless. Can't see my bill or pay it. Verizon's app works super fantastically. What's up with yours?,negative
"After the last update the app does not show up on my phone at all. When you go to google play to download it, it shows it as already downloaded. When you click open in google play, it is already open to my account information, I did not have to sign in. This has been happening for two months now and they have not fixed it. Please fix this.",negative
this service is so bad that they hit me 250 solicitation to 40 calls a month and I am missing out on all my important calls for hospitals and doctors as I asked not to be bothered by. now that is the last straw cancel this service now I have important calls from correction facility and its racked up minutes but I don't hear any one and I am expecting the call,negative
"has bugs, not really stable.",negative
"muy lenta, mucho tiempo en espera",negative
having problems with company turning my internet back on and my bills are up to date,negative
.mm mm mm m2.mm,positive
"AT&T needs to redo this app, its not right",negative
